# timestamp, device_id, qw, qx, qy, qz, cx, cy, cz
    1256, 1255, -0.327588, -0.567364, 0.654288, -0.377745, -2.84747, -6.2506, 10.8264
    1257, 1257, 0.567369, 0.32758, -0.377769, 0.654274, -2.84747, 6.2506, 10.8264
    1258, 1258, -0.21865, -0.378694, 0.778844, -0.449651, -8.71658, -4.70131, 8.14292
    1259, 1259, 0.309195, 0.309218, -0.635903, 0.635933, -8.71658,  0.0, 9.40263
    1260, 1260, 0.378694, 0.21865, -0.449651, 0.778844, -8.71658, 4.70131, 8.14292
    1261, 1261, 0.438825, 0.760603, -0.413025, 0.241509, -3.59227, -12.5328, 21.7211
    1262, 1262, 0.620722, 0.621118, -0.336439, 0.340184, -3.59227, 0.006846, 25.0774
    1263, 1263, 0.760331, 0.439296, -0.236931, 0.415667, -3.59227, 12.5446, 21.7143
    1264, 1287, 0.627526, 0.361819, -0.342431, 0.598365, -15.6497, 9.96671, 17.2492
    1265, 1265, 0.0189989, 0.015949, -0.705792, 0.707985, -19.9216, 0.006846, -15.6497
    1266, 1266, 0.022479, 0.01049, -0.4985, 0.866535, -19.9216, -7.81893, -13.5565
    1267, 1290, 0.841321, 0.486836, -0.115284, 0.204644, 9.42772, 11.7628, 20.3602
    1268, 1268, -0.164322, -0.167832, -0.68666, 0.687988, -9.42772, 0.006846, -23.5138
    1269, 1269, -0.202161, -0.119585, -0.485196, 0.842268, -9.42772, -11.751, -20.367
    1270, 1293, 0.451959, 0.259679, -0.424601, 0.74028, -23.5138, 4.71979, 8.16122
    1271, 1271, -0.336446, -0.340177, -0.620733, 0.621107, 3.59227, 0.006846, -25.0774
    1272, 1272, -0.413025, -0.241509, -0.438825, 0.760603, 3.59227, -12.5328, -21.7211
    1273, 1273, 0.342431, 0.598365, 0.627526, -0.361819, 15.6497, 9.96671, -17.2492
    1274, 1274, 0.485627, 0.489351, 0.512496, -0.511907, 15.6497, 0.006846, -19.9216
    1275, 1275, 0.595739, 0.346977, 0.362541, -0.627108, 15.6497, -9.95485, -17.256
    1276, 1276, 0.424601, 0.74028, 0.451959, -0.259679, 23.5138, 4.71979, -8.16122
    1277, 1277, 0.601731, 0.605162, 0.369339, -0.367816, 23.5138, 0.006846, -9.42772
    1278, 1278, 0.737855, 0.428802, 0.26156, -0.450873, 23.5138, -4.70793, -8.16807
    1279, 1279, 0.477833, 0.831748, 0.245587, -0.139849, 25.0774, -1.79021, 3.11442
    1280, 1280, 0.676818, 0.67974, 0.201015, -0.198653, 25.0774, 0.006846, 3.59227
    1281, 1281, 0.829686, 0.481404, 0.142754, -0.243911, 25.0774, 1.80207, 3.10758
    1282, 1282, 0.4985, 0.866535, 0.022479, -0.01049, 19.9216, -7.81893, 13.5565
    1283, 1283, 0.705782, 0.707994, 0.0189939, -0.0159539, 19.9216, 0.006846, 15.6497
    1284, 1284, 0.864977, 0.501198, 0.014219, -0.020326, 19.9216, 7.83079, 13.5496
    1285, 1285, 0.362549, 0.627104, -0.595741, 0.346975, -15.6497, -9.95485, 17.256
    1286, 1286, 0.512496, 0.511907, -0.485627, 0.489351, -15.6497, 0.006846, 19.9216
    1287, 1264, -0.014219, -0.020326, 0.864977, -0.501198, -19.9216, 7.83079, -13.5496
    1288, 1288, 0.485196, 0.842268, -0.202161, 0.119585, 9.42772, -11.751, 20.367
    1289, 1289, 0.686649, 0.687999, -0.164321, 0.167833, 9.42772, 0.006846, 23.5138
    1290, 1267, 0.115284, 0.204644, 0.841321, -0.486836, -9.42772, 11.7628, -20.3602
    1291, 1291, -0.26156, -0.450873, 0.737855, -0.428802, -23.5138, -4.70793, 8.16807
    1292, 1292, 0.369352, 0.367803, -0.601732, 0.605161, -23.5138, 0.006846, 9.42772
    1293, 1270, 0.236931, 0.415667, 0.760331, -0.439296, 3.59227, 12.5446, -21.7143
    1294, 1294, -0.142754, -0.243911, 0.829686, -0.481404, -25.0774, 1.80207, -3.10758
    1295, 1296, 0.245587, 0.139849, -0.477833, 0.831748, -25.0774, -1.79021, -3.11442
    1296, 1295, 0.201026, 0.198645, -0.676825, 0.679734, -25.0774, 0.006846, -3.59227
    1297, 1297, 0.445792, 0.772221, -0.392041, 0.226381, -8.61693, -13.5274, 23.4301
    1298, 1298, 0.63055, 0.630445, -0.320151, 0.320074, -8.61693,  0.0, 27.0548
    1299, 1299, 0.772221, 0.445792, -0.226381, 0.392041, -8.61693, 13.5274, 23.4301
    1300, 1300, -0.0269033, -0.0465586, 0.864794, -0.499239, -19.1217, 10.4949, -18.1778
    1301, 1301, 0.0379994, 0.0380464, -0.706031, 0.706137, -19.1217,  0.0, -20.9899
    1302, 1302, 0.0465586, 0.0269033, -0.499239, 0.864794, -19.1217, -10.4949, -18.1778
    1303, 1303, 0.103256, 0.178836, 0.847383, -0.489181, -6.06491, 13.8693, -24.0223
    1304, 1304, -0.146014, -0.146026, -0.691807, 0.691925, -6.06491,  0.0, -27.7386
    1305, 1305, -0.178836, -0.103256, -0.489181, 0.847383, -6.06491, -13.8693, -24.0223
    1306, 1306, 0.226381, 0.392041, 0.772221, -0.445792, 8.61693, 13.5274, -23.4301
    1307, 1307, -0.320074, -0.320151, -0.630445, 0.63055, 8.61693,  0.0, -27.0548
    1308, 1308, -0.392041, -0.226381, -0.445792, 0.772221, 8.61693, -13.5274, -23.4301
    1309, 1309, 0.334081, 0.578528, 0.644429, -0.372031, 20.9899, 9.56083, -16.5598
    1310, 1310, -0.472318, -0.472461, -0.526132, 0.526195, 20.9899,  0.0, -19.1217
    1311, 1311, 0.578543, 0.334055, 0.37211, -0.644383, 20.9899, -9.56083, -16.5598
    1312, 1312, 0.418938, 0.725633, 0.472688, -0.272972, 27.7386, 3.03246, -5.25237
    1313, 1313, 0.592482, 0.592467, 0.38604, -0.385901, 27.7386,  0.0, -6.06491
    1314, 1314, 0.725633, 0.418938, 0.272972, -0.472688, 27.7386, -3.03246, -5.25237
    1315, 1315, 0.47528, 0.823268, 0.268781, -0.155227, 27.0548, -4.30846, 7.46248
    1316, 1316, 0.672219, 0.672147, 0.219525, -0.219426, 27.0548,  0.0, 8.61693
    1317, 1317, 0.823268, 0.47528, 0.155227, -0.268781, 27.0548, 4.30846, 7.46248
    1318, 1318, 0.499239, 0.864794, 0.0465586, -0.0269033, 19.1217, -10.4949, 18.1778
    1319, 1319, 0.706137, 0.706031, 0.0380464, -0.0379994, 19.1217,  0.0, 20.9899
    1320, 1320, 0.864794, 0.499239, 0.0269033, -0.0465586, 19.1217, 10.4949, 18.1778
    1321, 1321, 0.372031, 0.644429, -0.578528, 0.334081, -20.9899, -9.56083, 16.5598
    1322, 1322, 0.526195, 0.526132, -0.472461, 0.472318, -20.9899,  0.0, 19.1217
    1323, 1323, 0.644429, 0.372031, -0.334081, 0.578528, -20.9899, 9.56083, 16.5598
    1324, 1324, 0.489181, 0.847383, -0.178836, 0.103256, 6.06491, -13.8693, 24.0223
    1325, 1325, 0.691925, 0.691807, -0.146026, 0.146014, 6.06491,  0.0, 27.7386
    1326, 1326, 0.847383, 0.489181, -0.103256, 0.178836, 6.06491, 13.8693, 24.0223
    1327, 1327, -0.272972, -0.472688, 0.725633, -0.418938, -27.7386, -3.03246, 5.25237
    1328, 1328, 0.385901, 0.38604, -0.592467, 0.592482, -27.7386,  0.0, 6.06491
    1329, 1329, 0.472688, 0.272972, -0.418938, 0.725633, -27.7386, 3.03246, 5.25237
    1330, 1330, -0.155227, -0.268781, 0.823268, -0.47528, -27.0548, 4.30846, -7.46248
    1331, 1331, 0.219426, 0.219525, -0.672147, 0.672219, -27.0548,  0.0, -8.61693
    1332, 1332, 0.268781, 0.155227, -0.47528, 0.823268, -27.0548, -4.30846, -7.46248
    1333, 1333, 0.475013, 0.822797, 0.270215, -0.156049, 25.4862, -5.12934, 8.88427
    1334, 1334, 0.671832, 0.671769, 0.220686, -0.220601, 25.4862,  0.0, 10.2587
    1335, 1335, 0.822797, 0.475013, 0.156049, -0.270215, 25.4862, 5.12934, 8.88427
    1336, 1336, 0.372614, 0.645432, -0.577411, 0.333427, -21.6274, -8.4712, 14.6725
    1337, 1337, 0.52701, 0.526956, -0.471537, 0.471413, -21.6274,  0.0, 16.9424
    1338, 1338, 0.645432, 0.372614, -0.333427, 0.577411, -21.6274, 8.4712, 14.6725
    1339, 1339, -0.273693, -0.473952, 0.724811, -0.418463, -27.2011, -1.92943, 3.34187
    1340, 1340, 0.38694, 0.38706, -0.591796, 0.591809, -27.2011,  0.0, 3.85885
    1341, 1341, 0.473952, 0.273693, -0.418463, 0.724811, -27.2011, 1.92943, 3.34187
    1342, 1342, -0.156049, -0.270215, 0.822797, -0.475013, -25.4862, 5.12934, -8.88427
    1343, 1343, 0.220601, 0.220686, -0.671769, 0.671832, -25.4862,  0.0, -10.2587
    1344, 1344, 0.270215, 0.156049, -0.475013, 0.822797, -25.4862, -5.12934, -8.88427
    1345, 1345, -0.0277683, -0.0480635, 0.864709, -0.499196, -16.9424, 10.8137, -18.7299
    1346, 1346, 0.0392303, 0.0392703, -0.70597, 0.706063, -16.9424,  0.0, -21.6274
    1347, 1347, 0.0480635, 0.0277683, -0.499196, 0.864709, -16.9424, -10.8137, -18.7299
    1348, 1348, 0.102405, 0.177362, 0.847689, -0.489366, -3.85885, 13.6005, -23.5568
    1349, 1349, -0.144811, -0.144823, -0.692067, 0.692169, -3.85885,  0.0, -27.2011
    1350, 1350, -0.177362, -0.102405, -0.489366, 0.847689, -3.85885, -13.6005, -23.5568
    1351, 1351, 0.225603, 0.3907, 0.772898, -0.44619, 10.2587, 12.7431, -22.0717
    1352, 1352, -0.318982, -0.319049, -0.631009, 0.631099, 10.2587,  0.0, -25.4862
    1353, 1353, -0.3907, -0.225603, -0.44619, 0.772898, 10.2587, -12.7431, -22.0717
    1354, 1354, 0.333427, 0.577411, 0.645432, -0.372614, 21.6274, 8.4712, -14.6725
    1355, 1355, -0.471413, -0.471537, -0.526956, 0.52701, 21.6274,  0.0, -16.9424
    1356, 1356, 0.577424, 0.333404, 0.372682, -0.645392, 21.6274, -8.4712, -14.6725
    1357, 1357, 0.499196, 0.864709, 0.0480635, -0.0277683, 16.9424, -10.8137, 18.7299
    1358, 1359, 0.864709, 0.499196, 0.0277683, -0.0480635, 16.9424, 10.8137, 18.7299
    1359, 1358, 0.706063, 0.70597, 0.0392703, -0.0392303, 16.9424,  0.0, 21.6274
    1360, 1360, 0.418463, 0.724811, 0.473952, -0.273693, 27.2011, 1.92943, -3.34187
    1361, 1361, 0.591809, 0.591796, 0.38706, -0.38694, 27.2011,  0.0, -3.85885
    1362, 1362, 0.724811, 0.418463, 0.273693, -0.473952, 27.2011, -1.92943, -3.34187
    1363, 1363, 0.489366, 0.847689, -0.177362, 0.102405, 3.85885, -13.6005, 23.5568
    1364, 1365, 0.847689, 0.489366, -0.102405, 0.177362, 3.85885, 13.6005, 23.5568
    1365, 1364, 0.692169, 0.692067, -0.144823, 0.144811, 3.85885,  0.0, 27.2011
    1366, 1366, 0.44619, 0.772898, -0.3907, 0.225603, -10.2587, -12.7431, 22.0717
    1367, 1367, 0.631099, 0.631009, -0.319049, 0.318982, -10.2587,  0.0, 25.4862
    1368, 1368, 0.772898, 0.44619, -0.225603, 0.3907, -10.2587, 12.7431, 22.0717
    1369, 1369, 0.472575, 0.835325, 0.246705, -0.134317, 24.2497, -3.57155, 6.24678
    1370, 1370, 0.672715, 0.684507, 0.203603, -0.193524, 24.2497, 0.030333, 7.19564
    1371, 1371, 0.826947, 0.487086, 0.146555, -0.23964, 24.2497, 3.62409, 6.21644
    1372, 1372, 0.363169, 0.625218, -0.592762, 0.354745, -18.3564, -8.67524, 15.0866
    1373, 1373, 0.512663, 0.509871, -0.480845, 0.49598, -18.3564, 0.030333, 17.403
    1374, 1374, 0.627149, 0.359826, -0.336061, 0.60355, -18.3564, 8.72778, 15.0563
    1375, 1375, -0.263889, -0.447662, 0.734903, -0.43575, -24.5987, -2.92035, 5.11885
    1376, 1376, 0.37067, 0.364199, -0.597078, 0.611115, -24.5987, 0.030333, 5.89323
    1377, 1377, 0.452319, 0.255823, -0.418567, 0.744825, -24.5987, 2.97288, 5.08852
    1378, 1378, -0.146555, -0.23964, 0.826947, -0.487086, -24.2497, 3.62409, -6.21644
    1379, 1379, 0.203516, 0.19361, -0.672659, 0.684563, -24.2497, 0.030333, -7.19564
    1380, 1380, 0.246705, 0.134317, -0.472575, 0.835325, -24.2497, -3.57155, -6.24678
    1381, 1381, -0.0192312, -0.0152862, 0.862633, -0.505233, -17.403, 9.20449, -15.882
    1382, 1382, 0.0224957, 0.00982329, -0.702407, 0.711352, -17.403, 0.030333, -18.3564
    1383, 1383, 0.0242792, 0.00365404, -0.494384, 0.868897, -17.403, -9.15195, -15.9123
    1384, 1384, 0.109405, 0.210107, 0.83953, -0.488953, -5.89323, 12.3256, -21.2879
    1385, 1385, -0.160054, -0.174636, -0.684293, 0.689658, -5.89323, 0.030333, -24.5987
    1386, 1386, -0.199799, -0.127258, -0.482506, 0.843252, -5.89323, -12.2731, -21.3182
    1387, 1387, 0.230588, 0.42118, 0.759211, -0.439358, 7.19564, 12.1511, -20.9857
    1388, 1388, -0.331693, -0.347197, -0.619552, 0.620958, 7.19564, 0.030333, -24.2497
    1389, 1389, -0.410261, -0.249502, -0.43775, 0.760138, 7.19564, -12.0986, -21.016
    1390, 1390, 0.336061, 0.60355, 0.627149, -0.359826, 18.3564, 8.72778, -15.0563
    1391, 1391, 0.480845, 0.49598, 0.512663, -0.509871, 18.3564, 0.030333, -17.403
    1392, 1392, 0.592772, 0.354726, 0.363236, -0.62518, 18.3564, -8.67524, -15.0866
    1393, 1393, 0.494384, 0.868897, 0.0242792, -0.00365404, 17.403, -9.15195, 15.9123
    1394, 1394, 0.702495, 0.711265, 0.0225427, -0.0097783, 17.403, 0.030333, 18.3564
    1395, 1395, 0.862633, 0.505233, 0.0192312, -0.0152862, 17.403, 9.20449, 15.882
    1396, 1396, 0.418567, 0.744825, 0.452319, -0.255823, 24.5987, 2.97288, -5.08852
    1397, 1397, 0.597082, 0.611108, 0.370786, -0.364085, 24.5987, 0.030333, -5.89323
    1398, 1398, 0.734903, 0.43575, 0.263889, -0.447662, 24.5987, -2.92035, -5.11885
    1399, 1399, 0.482506, 0.843252, -0.199799, 0.127258, 5.89323, -12.2731, 21.3182
    1400, 1400, 0.684394, 0.689558, -0.160058, 0.174631, 5.89323, 0.030333, 24.5987
    1401, 1401, 0.83953, 0.488953, -0.109405, 0.210107, 5.89323, 12.3256, 21.2879
    1402, 1402, 0.43775, 0.760138, -0.410261, 0.249502, -7.19564, -12.0986, 21.016
    1403, 1403, 0.619647, 0.620865, -0.331753, 0.347136, -7.19564, 0.030333, 24.2497
    1404, 1404, 0.759211, 0.439358, -0.230588, 0.42118, -7.19564, 12.1511, 20.9857
    1405, 1405, -0.128582, -0.222693, 0.836905, -0.483182, -29.3038, 7.14895, -12.3824
    1406, 1406, 0.181821, 0.181843, -0.683321, 0.683334, -29.3038,  0.0, -14.2979
    1407, 1407, 0.222693, 0.128582, -0.483182, 0.836905, -29.3038, -7.14895, -12.3824
    1408, 1409, 0.500854, 0.500872, 0.499151, -0.49912, 27.0342,  0.0, -18.2288
    1409, 1408, 0.35417, 0.613426, 0.611307, -0.352953, 27.0342, 9.11442, -15.7866
    1410, 1410, 0.613426, 0.35417, 0.352953, -0.611307, 27.0342, -9.11442, -15.7866
    1411, 1411, 0.433444, 0.750747, 0.43171, -0.249261, 32.5267, 1.13476, -1.96547
    1412, 1412, 0.612983, 0.612983, 0.352509, -0.35248, 32.5267,  0.0, -2.26952
    1413, 1413, 0.750747, 0.433444, 0.249261, -0.43171, 32.5267, -1.13476, -1.96547
    1414, 1414, 0.483182, 0.836905, 0.222693, -0.128582, 29.3038, -7.14895, 12.3824
    1415, 1415, 0.683334, 0.683321, 0.181843, -0.181821, 29.3038,  0.0, 14.2979
    1416, 1416, 0.836905, 0.483182, 0.128582, -0.222693, 29.3038, 7.14895, 12.3824
    1417, 1417, 0.500022, 0.866011, -0.00148903, 0.00087702, 18.2288, -13.5171, 23.4123
    1418, 1418, 0.707116, 0.707095, -0.00121601, 0.00122801, 18.2288,  0.0, 27.0342
    1419, 1419, 0.866029, 0.499991, -0.000860003, 0.001499, 18.2288, 13.5171, 23.4123
    1420, 1420, 0.48273, 0.836133, -0.22559, 0.130244, 2.26952, -16.2634, 28.169
    1421, 1421, 0.682708, 0.682682, -0.184193, 0.184193, 2.26952,  0.0, 32.5267
    1422, 1422, 0.836133, 0.48273, -0.130244, 0.22559, 2.26952, 16.2634, 28.169
    1423, 1423, 0.432571, 0.749255, -0.434305, 0.250753, -14.2979, -14.6519, 25.3778
    1424, 1424, 0.611773, 0.611748, -0.354619, 0.354604, -14.2979,  0.0, 29.3038
    1425, 1425, 0.749255, 0.432571, -0.250753, 0.434305, -14.2979, 14.6519, 25.3778
    1426, 1426, -0.352953, -0.611307, 0.613426, -0.35417, -27.0342, -9.11442, 15.7866
    1427, 1428, 0.611317, 0.352936, -0.354175, 0.613424, -27.0342, 9.11442, 15.7866
    1428, 1427, 0.49912, 0.499151, -0.500872, 0.500854, -27.0342,  0.0, 18.2288
    1429, 1429, 0.000860003, 0.001499, 0.866029, -0.499991, -18.2288, 13.5171, -23.4123
    1430, 1430, -0.00122801, -0.00121601, -0.707095, 0.707116, -18.2288,  0.0, -27.0342
    1431, 1431, -0.001499, -0.000860003, -0.499991, 0.866029, -18.2288, -13.5171, -23.4123
    1432, 1432, -0.249261, -0.43171, 0.750747, -0.433444, -32.5267, -1.13476, 1.96547
    1433, 1433, 0.35248, 0.352509, -0.612983, 0.612983, -32.5267,  0.0, 2.26952
    1434, 1434, 0.43171, 0.249261, -0.433444, 0.750747, -32.5267, 1.13476, 1.96547
    1435, 1435, 0.130244, 0.22559, 0.836133, -0.48273, -2.26952, 16.2634, -28.169
    1436, 1436, -0.184193, -0.184193, -0.682682, 0.682708, -2.26952,  0.0, -32.5267
    1437, 1437, -0.22559, -0.130244, -0.48273, 0.836133, -2.26952, -16.2634, -28.169
    1438, 1438, 0.250753, 0.434305, 0.749255, -0.432571, 14.2979, 14.6519, -25.3778
    1439, 1439, -0.354604, -0.354619, -0.611748, 0.611773, 14.2979,  0.0, -29.3038
    1440, 1440, -0.434305, -0.250753, -0.432571, 0.749255, 14.2979, -14.6519, -25.3778
    1441, 1441, -0.2655, -0.459853, 0.733852, -0.423682, -34.5666, -2.31965, 4.01776
    1442, 1442, 0.375466, 0.375474, -0.599177, 0.599193, -34.5666,  0.0, 4.63931
    1443, 1443, 0.459853, 0.2655, -0.423682, 0.733852, -34.5666, 2.31965, 4.01776
    1444, 1444, 0.234182, 0.405601, 0.76517, -0.441772, 13.2656, 16.1276, -27.9339
    1445, 1445, -0.331166, -0.331183, -0.62476, 0.624758, 13.2656,  0.0, -32.2552
    1446, 1446, -0.405601, -0.234182, -0.441772, 0.76517, 13.2656, -16.1276, -27.9339
    1447, 1447, 0.340541, 0.589821, 0.634117, -0.366113, 27.6159, 10.6505, -18.4473
    1448, 1448, -0.481581, -0.481597, -0.517762, 0.51775, 27.6159,  0.0, -21.3011
    1449, 1449, 0.589826, 0.340531, 0.366116, -0.634116, 27.6159, -10.6505, -18.4473
    1450, 1450, 0.423682, 0.733852, 0.459853, -0.2655, 34.5666, 2.31965, -4.01776
    1451, 1451, 0.599193, 0.599177, 0.375474, -0.375466, 34.5666,  0.0, -4.63931
    1452, 1452, 0.733852, 0.423682, 0.2655, -0.459853, 34.5666, -2.31965, -4.01776
    1453, 1453, 0.477961, 0.827866, 0.254252, -0.146791, 32.2552, -6.63278, 11.4883
    1454, 1454, 0.675955, 0.675939, 0.207595, -0.207596, 32.2552,  0.0, 13.2656
    1455, 1455, 0.827866, 0.477961, 0.146791, -0.254252, 32.2552, 6.63278, 11.4883
    1456, 1456, 0.499669, 0.865461, 0.031323, -0.01808, 21.3011, -13.808, 23.9161
    1457, 1457, 0.70665, 0.706638, 0.0255701, -0.0255781, 21.3011,  0.0, 27.6159
    1458, 1458, 0.865461, 0.499669, 0.01808, -0.031323, 21.3011, 13.808, 23.9161
    1459, 1459, 0.487325, 0.844077, -0.19374, 0.111862, 4.63931, -17.2833, 29.9356
    1460, 1460, 0.689188, 0.689182, -0.158197, 0.158183, 4.63931,  0.0, 34.5666
    1461, 1461, 0.844077, 0.487325, -0.111862, 0.19374, 4.63931, 17.2833, 29.9356
    1462, 1462, 0.441772, 0.76517, -0.405601, 0.234182, -13.2656, -16.1276, 27.9339
    1463, 1463, 0.624758, 0.62476, -0.331183, 0.331166, -13.2656,  0.0, 32.2552
    1464, 1464, 0.76517, 0.441772, -0.234182, 0.405601, -13.2656, 16.1276, 27.9339
    1465, 1465, -0.146791, -0.254252, 0.827866, -0.477961, -32.2552, 6.63278, -11.4883
    1466, 1466, 0.207596, 0.207595, -0.675939, 0.675955, -32.2552,  0.0, -13.2656
    1467, 1467, 0.254252, 0.146791, -0.477961, 0.827866, -32.2552, -6.63278, -11.4883
    1468, 1468, 0.366113, 0.634117, -0.589821, 0.340541, -27.6159, -10.6505, 18.4473
    1469, 1469, 0.51775, 0.517762, -0.481597, 0.481581, -27.6159,  0.0, 21.3011
    1470, 1470, 0.634117, 0.366113, -0.340541, 0.589821, -27.6159, 10.6505, 18.4473
    1471, 1471, -0.01808, -0.031323, 0.865461, -0.499669, -21.3011, 13.808, -23.9161
    1472, 1472, 0.0255781, 0.0255701, -0.706638, 0.70665, -21.3011,  0.0, -27.6159
    1473, 1473, 0.031323, 0.01808, -0.499669, 0.865461, -21.3011, -13.808, -23.9161
    1474, 1474, 0.111862, 0.19374, 0.844077, -0.487325, -4.63931, 17.2833, -29.9356
    1475, 1475, -0.158183, -0.158197, -0.689182, 0.689188, -4.63931,  0.0, -34.5666
    1476, 1476, -0.19374, -0.111862, -0.487325, 0.844077, -4.63931, -17.2833, -29.9356
    1477, 1477, 0.497422, 0.861567, -0.0877691, 0.0506971, 15.9992, -15.3609, 26.6059
    1478, 1478, 0.70347, 0.70346, -0.0716962, 0.0716472, 15.9992,  0.0, 30.7218
    1479, 1479, 0.861567, 0.497422, -0.0506971, 0.0877691, 15.9992, 15.3609, 26.6059
    1480, 1480, -0.204816, -0.354767, 0.790038, -0.456104, -34.6055, 0.752604, -1.30355
    1481, 1481, 0.289672, 0.289655, -0.645029, 0.64508, -34.6055,  0.0, -1.50521
    1482, 1482, 0.354767, 0.204816, -0.456104, 0.790038, -34.6055, -0.752604, -1.30355
    1483, 1483, -0.0797773, -0.138208, 0.854934, -0.493581, -29.2166, 9.30315, -16.1135
    1484, 1484, 0.112859, 0.112822, -0.698029, 0.698062, -29.2166,  0.0, -18.6063
    1485, 1485, 0.138208, 0.0797773, -0.493581, 0.854934, -29.2166, -9.30315, -16.1135
    1486, 1486, 0.0506971, 0.0877691, 0.861567, -0.497422, -15.9992, 15.3609, -26.6059
    1487, 1487, -0.0716472, -0.0716962, -0.70346, 0.70347, -15.9992,  0.0, -30.7218
    1488, 1488, -0.0877691, -0.0506971, -0.497422, 0.861567, -15.9992, -15.3609, -26.6059
    1489, 1489, 0.177714, 0.307767, 0.809486, -0.467365, 1.50521, 17.3027, -29.9692
    1490, 1490, -0.251274, -0.251324, -0.660954, 0.660937, 1.50521,  0.0, -34.6055
    1491, 1491, -0.307767, -0.177714, -0.467365, 0.809486, 1.50521, -17.3027, -29.9692
    1492, 1492, 0.292616, 0.506794, 0.702238, -0.405459, 18.6063, 14.6083, -25.3023
    1493, 1493, -0.413782, -0.413822, -0.573406, 0.573361, 18.6063,  0.0, -29.2166
    1494, 1494, 0.506814, 0.29258, 0.405463, -0.702237, 18.6063, -14.6083, -25.3023
    1495, 1495, 0.387547, 0.6713, 0.547147, -0.315901, 30.7218, 7.9996, -13.8557
    1496, 1496, 0.548136, 0.548073, 0.446752, -0.44674, 30.7218,  0.0, -15.9992
    1497, 1497, 0.6713, 0.387547, 0.315901, -0.547147, 30.7218, -7.9996, -13.8557
    1498, 1499, 0.64508, 0.645029, 0.289655, -0.289672, 34.6055,  0.0, 1.50521
    1499, 1498, 0.456104, 0.790038, 0.354767, -0.204816, 34.6055, -0.752604, 1.30355
    1500, 1500, 0.790038, 0.456104, 0.204816, -0.354767, 34.6055, 0.752604, 1.30355
    1501, 1501, 0.467365, 0.809486, -0.307767, 0.177714, -1.50521, -17.3027, 29.9692
    1502, 1502, 0.660937, 0.660954, -0.251324, 0.251274, -1.50521,  0.0, 34.6055
    1503, 1503, 0.809486, 0.467365, -0.177714, 0.307767, -1.50521, 17.3027, 29.9692
    1504, 1505, 0.698062, 0.698029, 0.112822, -0.112859, 29.2166,  0.0, 18.6063
    1505, 1504, 0.493581, 0.854934, 0.138208, -0.0797773, 29.2166, -9.30315, 16.1135
    1506, 1506, 0.854934, 0.493581, 0.0797773, -0.138208, 29.2166, 9.30315, 16.1135
    1507, 1507, 0.405459, 0.702238, -0.506794, 0.292616, -18.6063, -14.6083, 25.3023
    1508, 1508, 0.573361, 0.573406, -0.413822, 0.413782, -18.6063,  0.0, 29.2166
    1509, 1509, 0.702238, 0.405459, -0.292616, 0.506794, -18.6063, 14.6083, 25.3023
    1510, 1510, -0.315901, -0.547147, 0.6713, -0.387547, -30.7218, -7.9996, 13.8557
    1511, 1511, 0.44674, 0.446752, -0.548073, 0.548136, -30.7218,  0.0, 15.9992
    1512, 1512, 0.547134, 0.315923, -0.387573, 0.671285, -30.7218, 7.9996, 13.8557
    1513, 1513, 0.407429, 0.705713, 0.501971, -0.289818, 31.8375, 2.25939, -3.91337
    1514, 1514, 0.576223, 0.576192, 0.409865, -0.409854, 31.8375,  0.0, -4.51878
    1515, 1515, 0.705713, 0.407429, 0.289818, -0.501971, 31.8375, -2.25939, -3.91337
    1516, 1516, 0.454709, 0.787574, -0.360168, 0.207957, -12.0054, -14.9157, 25.8348
    1517, 1517, 0.64305, 0.643056, -0.294095, 0.294065, -12.0054,  0.0, 29.8315
    1518, 1518, 0.787574, 0.454709, -0.207957, 0.360168, -12.0054, 14.9157, 25.8348
    1519, 1519, 0.385401, 0.667515, -0.551735, 0.318557, -25.3127, -9.91606, 17.1751
    1520, 1520, 0.545016, 0.545039, -0.450507, 0.450481, -25.3127,  0.0, 19.8321
    1521, 1521, 0.667515, 0.385401, -0.318557, 0.551735, -25.3127, 9.91606, 17.1751
    1522, 1522, -0.289818, -0.501971, 0.705713, -0.407429, -31.8375, -2.25939, 3.91337
    1523, 1524, 0.501965, 0.28983, -0.407445, 0.705704, -31.8375, 2.25939, 3.91337
    1524, 1523, 0.409854, 0.409865, -0.576192, 0.576223, -31.8375,  0.0, 4.51878
    1525, 1525, -0.174484, -0.30222, 0.811587, -0.468557, -29.8315, 6.00268, -10.397
    1526, 1526, 0.246764, 0.246758, -0.662639, 0.662667, -29.8315,  0.0, -12.0054
    1527, 1527, 0.30222, 0.174484, -0.468557, 0.811587, -29.8315, -6.00268, -10.397
    1528, 1528, -0.0472601, -0.0818722, 0.862151, -0.497753, -19.8321, 12.6563, -21.9214
    1529, 1529, 0.0668545, 0.0668365, -0.70393, 0.70395, -19.8321,  0.0, -25.3127
    1530, 1530, 0.0818722, 0.0472601, -0.497753, 0.862151, -19.8321, -12.6563, -21.9214
    1531, 1531, 0.0831831, 0.144056, 0.853961, -0.493031, -4.51878, 15.9187, -27.5721
    1532, 1532, -0.117612, -0.117638, -0.69725, 0.697259, -4.51878,  0.0, -31.8375
    1533, 1533, -0.144056, -0.0831831, -0.493031, 0.853961, -4.51878, -15.9187, -27.5721
    1534, 1534, 0.207957, 0.360168, 0.787574, -0.454709, 12.0054, 14.9157, -25.8348
