# sensor_id, name, sensor_type, [sensor_params]+
0, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
7, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
70, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
71, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
72, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
73, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
74, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
75, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
76, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
77, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
78, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
79, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
8, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
80, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
81, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
82, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
83, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
84, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
85, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
86, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
87, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
88, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
89, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
9, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
90, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
91, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
92, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
93, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
94, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
95, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
96, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
97, , camera, SIMPLE_PINHOLE, 4032, 3024, 3136.0, 2016, 1512 
98, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
99, , camera, SIMPLE_PINHOLE, 3024, 4032, 3136.0, 1512, 2016  
